id,tokens,ner_tags,input_ids,token_type_ids,attention_mask,labels,true_labels,pred_labels,reward
120,"['Great' 'video' '!' 'Good' 'comparisons' 'between' 'the' 'ipad' 'and'
 'the' 'Ipad' 'pro' '!']",[ 0  0  0  0  0  0  0 11  0  0 11 12  0],"[  101  2307  2678   999  2204 18539  2090  1996 25249  1998  1996 25249
  4013   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0   11    0    0   11   12    0
 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'B-product', 'I-product', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
121,['That' 'bands' 'right' 'up' 'there' 'with' 'Weird' 'Al' '.'],[ 0  0  0  0  0  0  9 10  0],[ 101 2008 4996 2157 2039 2045 2007 6881 2632 1012  102],[0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    9   10    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
122,['Wow' 'smart' 'man'],[0 0 0],[  101 10166  6047  2158   102],[0 0 0 0 0],[1 1 1 1 1],[-100    0    0    0 -100],"['O', 'O', 'O']","['O', 'O', 'O']",10.0
123,['it' 's' 'mine' '1020' 'ky'],[0 0 0 0 0],[  101  2009  1055  3067  9402  2692 18712   102],[0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1],[-100    0    0    0    0 -100    0 -100],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']",10.0
124,['SUCH' 'HYPE' '!' '!' 'SO' 'WOW' '!' '!'],[0 0 0 0 0 0 0 0],[  101  2107  1044 18863   999   999  2061 10166   999   999   102],[0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0 -100    0    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
125,['elsewhere' 'the' 'BEST' '!'],[0 0 0 0],[ 101 6974 1996 2190  999  102],[0 0 0 0 0 0],[1 1 1 1 1 1],[-100    0    0    0    0 -100],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']",10.0
126,['I' 'pronounce' 'it' 'Nye-on' 'cat'],[0 0 0 0 0],[  101  1045  4013  3630 17457  2009  6396  2063  1011  2006  4937   102],[0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0 -100 -100    0    0 -100 -100 -100    0 -100],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']",10.0
127,"['I' 'was' 'like' 'domo' 'better' 'stop' 'dancing' 'before' 'crissy'
 'wakes' 'up' '😂' '😂']",[0 0 0 9 0 0 0 0 9 0 0 0 0],"[  101  1045  2001  2066 14383  2080  2488  2644  5613  2077 13675 14643
  2100 17507  2039   100   100   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    9 -100    0    0    0    0    9 -100 -100    0
    0    0    0 -100]","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
128,['Nice' 'vid' 'captain' 'obvious'],[0 0 0 0],[ 101 3835 6819 2094 2952 5793  102],[0 0 0 0 0 0 0],[1 1 1 1 1 1 1],[-100    0    0 -100    0    0 -100],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']",10.0
129,['play' 'with' 'that' 'Pussy' 'Like' 'peek' 'a' 'Boo' '🔊' '🎧' '🎵'],[0 0 0 0 0 0 0 0 0 0 0],"[  101  2377  2007  2008 22418  2066 19043  1037 22017   100   100   100
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
130,['Faze' 'censor' 'your' 'dad' 'is' 'smart'],[ 9 10  0  0  0  0],[  101  6904  4371  8292 29577  2115  3611  2003  6047   102],[0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1],[-100    9 -100   10 -100    0    0    0    0 -100],"['B-person', 'I-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']",4.0
131,"['is' 'it' 'like' 'a' 'game' 'now' 'or' 'something' 'to' 'hit' 'the'
 'dislike' 'button' '?' 'Kinda' 'childish' '.' '.' '.' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2003  2009  2066  1037  2208  2085  2030  2242  2000  2718  1996
 18959  6462  1029 17704 24282  1012  1012  1012  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
132,"['I' 'love' 'the' 'video' ',' 'Lena' '!' 'Much' 'better' 'than' 'the'
 'music' 'sorry']",[0 0 0 0 0 9 0 0 0 0 0 0 0],"[  101  1045  2293  1996  2678  1010 14229   999  2172  2488  2084  1996
  2189  3374   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    9    0    0    0    0    0    0    0
 -100]","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
133,['heaven' 'hello' 'from' 'abq' 'new' 'mexico' '!'],[0 0 0 7 8 8 0],[  101  6014  7592  2013 11113  4160  2047  3290   999   102],[0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    7 -100    8    8    0 -100],"['O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
134,['Does' 'anyone' 'know' 'what' 'vlogging' 'camera' 'they' 'use'],[0 0 0 0 0 0 0 0],[  101  2515  3087  2113  2054  1058 21197  4726  4950  2027  2224   102],[0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0 -100 -100    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
135,['Jailbreak' 'that' 'waifu' 'box' 'and' 'get' 'the' 'hentai' 'going' '!'],[0 0 0 0 0 0 0 0 0 0],"[  101  7173 23890  2008 23701 11263  3482  1998  2131  1996 21863 15444
  2183   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100    0    0 -100    0    0    0    0    0 -100    0    0
 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
136,"['Is' 'n' ""'"" 't' 'Indi' 'Go' 'Go' 'the' 'name' 'of' 'that' 'Majora' ""'""
 's' 'Mask' 'Zora' 'band' '?']",[0 0 0 0 5 6 6 0 0 0 0 3 4 4 4 0 0 0],"[  101  2003  1050  1005  1056 27427  2072  2175  2175  1996  2171  1997
  2008  2350  2050  1005  1055  7308  1062  6525  2316  1029   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    5 -100    6    6    0    0    0    0    3
 -100    4    4    4    0 -100    0    0 -100]","['O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
137,['The' 'Trump' 'Tower' '.' 'Coming' 'August'],[0 7 8 0 0 0],[ 101 1996 8398 3578 1012 2746 2257  102],[0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1],[-100    0    7    8    0    0    0 -100],"['O', 'B-location', 'I-location', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']",4.0
138,['Boi' 'Ching' 'Lang' 'is' 'providing' 'cancer'],[ 9 10 10  0  0  0],[  101  8945  2072 19992 11374  2003  4346  4456   102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    9 -100   10   10    0    0    0 -100],"['B-person', 'I-person', 'I-person', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']",4.0
139,"['that' 'cute' 'cellist' 'was' 'happy' 'to' 'play' 'with' 'alt' '-' 'j'
 '<' '3' '.' '<' '3']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2008 10140  3526  2923  2001  3407  2000  2377  2007 12456  1011
  1046  1026  1017  1012  1026  1017   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0 -100    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
140,['KEKEKEKEKEKEKEKKEKE' 'Cool' 'Ass'],[0 0 0],"[  101 17710  3489  3489  3489  3489  3489  3489 19658 23941  4658  4632
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0 -100 -100 -100 -100 -100 -100 -100 -100    0    0 -100],"['O', 'O', 'O']","['O', 'O', 'O']",10.0
141,"['Sharing' ',' 'Justice' 'and' 'Peace' 'for' 'All' '-' 'Save' 'Our'
 'Planet' '.']",[0 0 0 0 0 0 0 0 0 0 7 0],[ 101 6631 1010 3425 1998 3521 2005 2035 1011 3828 2256 4774 1012  102],[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0    0    0    7    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
142,"['To' 'help' 'mason' 'squeeze' 'he' ""'"" 's' 'glove' 'he' 'should' 'use'
 'a' 'batting' 'glove' '.' 'It' 'helps' 'me']",[0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2000  2393  6701 11025  2002  1005  1055 15913  2002  2323  2224
  1037  9640 15913  1012  2009  7126  2033   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    9    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0 -100]","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
143,['TANNER' 'FOXX'],[ 9 10],[  101 12780  4419  2595   102],[0 0 0 0 0],[1 1 1 1 1],[-100    9   10 -100 -100],"['B-person', 'I-person']","['O', 'O']",0.0
144,['Bill' 'is' 'from' 'the' 'labyrinth' 'review'],[9 0 0 0 3 0],[  101  3021  2003  2013  1996 24239  3319   102],[0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1],[-100    9    0    0    0    3    0 -100],"['B-person', 'O', 'O', 'O', 'B-creative-work', 'O']","['O', 'O', 'O', 'O', 'O', 'O']",4.0
145,"['Why' 'are' 'you' 'bringing' 'this' 'up' 'now' 'NBC' ',' 'what' 'are'
 'you' 'planning' '?']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0],"[ 101 2339 2024 2017 5026 2023 2039 2085 6788 1010 2054 2024 2017 4041
 1029  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    1    0    0    0    0    0
    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
146,"['Literally' 'she' 'was' 'just' 'talking' 'about' 'trump' 'not' 'grabbing'
 'her' 'puss' 'and' 'now' 'she' ""'"" 's' 'talking' 'about' 'getting'
 'eaten' 'out' 'WTF' '!' '!' '?' '?' '!' '!']",[0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  6719  2016  2001  2074  3331  2055  8398  2025  9775  2014 16405
  4757  1998  2085  2016  1005  1055  3331  2055  2893  8828  2041  1059
 24475   999   999  1029  1029   999   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    9    0    0    0    0 -100    0
    0    0    0    0    0    0    0    0    0    0 -100    0    0    0
    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
147,['IM' 'HAVING' 'A' 'HEART' 'ATTACK'],[0 0 0 0 0],[  101 10047  2383  1037  2540  2886   102],[0 0 0 0 0 0 0],[1 1 1 1 1 1 1],[-100    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']",10.0
148,"['how' 'dare' 'he' 'slapped' 'her' '?' '!' 'he' 'should' 'be' 'hang'
 'like' 'back' 'in' 'the' 'days' 'and' 'the' '2' 'nice' 'ladies' 'should'
 'be' 'elected' 'president' 'of' 'the' 'United' 'States']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8],"[  101  2129  8108  2002 11159  2014  1029   999  2002  2323  2022  6865
  2066  2067  1999  1996  2420  1998  1996  1016  3835  6456  2323  2022
  2700  2343  1997  1996  2142  2163   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    7    8 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
149,['Jjbjnbj' 'nTv'],[0 0],[  101 29017  2497 22895  2497  3501 23961  2615   102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0 -100 -100 -100 -100    0 -100 -100],"['O', 'O']","['O', 'O']",10.0
150,"['I' 'love' 'your' 'Tesla' 'videos' '!' 'and' 'the' 'value' 'just' 'got'
 'higher' 'yesterday' '.' 'is' 'it' 'possible' 'because' 'of' 'a'
 'successfull' 'SpaceX' 'launch' 'or' 'why' '?']","[ 0  0  0 11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
  0  0]","[  101  1045  2293  2115 26060  6876   999  1998  1996  3643  2074  2288
  3020  7483  1012  2003  2009  2825  2138  1997  1037  3144  2140  2686
  2595  4888  2030  2339  1029   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0   11    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100    1 -100    0    0    0
    0 -100]","['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
151,"['This' 'channel' 'is' 'amazing' '.' 'Have' 'you' 'thoughts' 'about'
 'doing' 'Fargo' '(' 'the' 'Coen' 'brothers' ""'"" 'movie' ')' 'next' '?'
 'Would' 'love' 'to' 'see' 'you' 'dissect' 'their' 'screenwriting' ','
 'and' 'it' ""'"" 's' 'one' 'of' 'their' 'best' 'examples' '.']","[ 0  0  0  0  0  0  0  0  0  0  3  0  0  9 10  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]","[  101  2023  3149  2003  6429  1012  2031  2017  4301  2055  2725 23054
  1006  1996 24873  2078  3428  1005  3185  1007  2279  1029  2052  2293
  2000  2156  2017  4487 11393  6593  2037  3898 18560  1010  1998  2009
  1005  1055  2028  1997  2037  2190  4973  1012   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    3    0    0
    9 -100   10    0    0    0    0    0    0    0    0    0    0    0
 -100 -100    0    0 -100    0    0    0    0    0    0    0    0    0
    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
152,"['You' 'forgot' 'Aces' 'Haki' 'but' 'battle' 'was' 'bad' 'and'
 'screwattack' 'has' 'not' 'done' 'a' 'good' 'fight' 'ever' 'since' 'they'
 'always' 'do' 'piss' 'research' '.']",[0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2017  9471 20232  5292  3211  2021  2645  2001  2919  1998 11224
 19321  8684  2038  2025  2589  1037  2204  2954  2412  2144  2027  2467
  2079 18138  2470  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    9    0 -100    0    0    0    0    0    0 -100 -100
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
153,"['You' 'know' 'unless' 'Brett' 'pulls' 'a' 'dick' 'move' 'to' 'get' 'a'
 'promotion' 'he' 'might' 'be' 'on' 'his' 'way' 'to' 'being' 'decent']",[0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2017  2113  4983 12049  8005  1037  5980  2693  2000  2131  1037
  4712  2002  2453  2022  2006  2010  2126  2000  2108 11519   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    9    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
154,"['Those' '(' 'more' 'than' ')' '20' 'k' 'steps' 'a' 'day' 'were' 'totally'
 'worth' 'it' '!' 'As' 'always' 'an' 'amazing' 'video' '!' '♥' 'What' 'a'
 'great' 'idea' '!' ':' '3' 'And' 'everything' 'is' 'sooo' 'beautiful' ':'
 'D']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2216  1006  2062  2084  1007  2322  1047  4084  1037  2154  2020
  6135  4276  2009   999  2004  2467  2019  6429  2678   999  1625  2054
  1037  2307  2801   999  1024  1017  1998  2673  2003 17111  2080  3376
  1024  1040   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0 -100    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
155,['I' 'peed' '.' 'HHAHAHAHA'],[0 0 0 0],[  101  1045 21392  2094  1012  1044  3270  3270  3270  3270   102],[0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0 -100    0    0 -100 -100 -100 -100 -100],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']",10.0
156,['Like' 'something' 'out' 'of' 'a' 'GTA' 'IV' 'cutscene' '😁'],[0 0 0 0 0 3 4 0 0],"[  101  2066  2242  2041  1997  1037 14181  2050  4921  7659 17968   100
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    3 -100    4    0 -100    0 -100],"['O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
157,"['My' 'name' 'is' 'krithika' 'and' 'I' 'love' 'you' 'Karina' 'and'
 'Karina' 's' 'cake']",[0 0 0 9 0 0 0 0 9 0 9 0 0],"[  101  2026  2171  2003  1047 24292  7556  1998  1045  2293  2017 24537
  2050  1998 24537  2050  1055  9850   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    9 -100 -100    0    0    0    0    9 -100    0
    9 -100    0    0 -100]","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
158,"['Billdo' 'is' 'such' 'a' 'sell' 'out' 'im' 'so' 'disappointed' '.' 'Bill'
 'for' 'fucks' 'sake' 'man' 'you' 'are' 'only' 'honest' 'about' 'islam'
 '.']",[9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0],"[  101  3021  3527  2003  2107  1037  5271  2041 10047  2061  9364  1012
  3021  2005  6616  2015  8739  2158  2017  2024  2069  7481  2055  7025
  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    9 -100    0    0    0    0    0    0    0    0    0    9    0
    0 -100    0    0    0    0    0    0    0    0    0 -100]","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
